City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1391,Albany,US,42.6001,-73.9662,52.0,80,100,3.0,
1392,Yerbogachen,RU,61.2767,108.0108,-2.6,99,100,3.65,
1393,Puerto Ayora,EC,-0.7393,-90.3518,82.4,78,40,10.36,
1394,Vadgaon,IN,20.9402,74.8712,81.77,19,0,4.79,
1395,Katsuura,JP,35.1333,140.3,60.01,64,100,5.01,
1396,Port Shepstone,ZA,-30.7414,30.455,69.06,80,100,5.59,
1397,Cedar City,US,37.6775,-113.0619,48.0,29,1,6.91,
1398,Kulhudhuffushi,MV,6.6221,73.07,82.62,72,100,5.08,
1399,Stuttgart,DE,48.7823,9.177,41.0,75,0,2.3,
1400,Hobart,AU,-42.8794,147.3294,63.0,94,75,2.3,
1401,Turukhansk,RU,65.8167,87.9833,20.39,95,100,9.82,
1402,Dharchula,IN,29.85,80.5333,50.14,45,2,9.01,
1403,Cidreira,BR,-30.1811,-50.2056,73.4,74,57,9.17,
1404,Umm Kaddadah,SD,13.6017,26.6876,80.13,17,12,3.62,
1405,Mahibadhoo,MV,3.7833,72.9667,82.0,71,91,3.56,
1406,Carnarvon,AU,-24.8667,113.6333,73.4,78,40,19.57,
1407,Bredasdorp,ZA,-34.5322,20.0403,66.2,88,99,10.36,
1408,Grand Gaube,MU,-20.0064,57.6608,77.0,87,80,8.79,
1409,Hami,CN,42.8,93.45,45.59,44,93,11.56,
1410,Cape Town,ZA,-33.9258,18.4232,70.0,73,0,4.61,
1411,Rundu,NA,-17.9333,19.7667,68.72,80,49,3.56,
1412,Mar Del Plata,AR,-38.0023,-57.5575,71.6,88,20,8.05,
1413,Bambous Virieux,MU,-20.3428,57.7575,77.0,94,20,6.91,
1414,Hirara,JP,24.8,125.2833,66.2,77,40,5.75,
1415,Umm Lajj,SA,25.0213,37.2685,72.54,36,1,15.88,
1416,Tecpan,GT,14.7623,-90.9947,75.2,57,20,16.11,
1417,Tokmak,UA,47.2514,35.7058,34.09,98,100,9.13,
1418,Mahebourg,MU,-20.4081,57.7,75.2,94,20,6.91,
1419,Tasiilaq,GL,65.6145,-37.6368,6.8,66,75,12.66,
1420,Saint-Pierre,RE,-21.3393,55.4781,78.8,78,0,5.75,
1421,Sai Buri,TH,6.7013,101.6168,75.63,90,99,5.41,
1422,Dafeng,CN,23.4517,108.5881,67.42,84,100,3.27,
1423,Talnakh,RU,69.4865,88.3972,15.21,94,100,10.2,
1424,Barrow,US,71.2906,-156.7887,-5.8,71,1,9.22,
1425,Tual,ID,-5.6667,132.75,83.03,74,100,1.68,
1426,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,82,0,10.36,
1427,Stromness,GB,58.965,-3.296,42.8,81,90,26.46,
1428,Kapaa,US,22.0752,-159.319,79.0,83,90,16.11,
1429,Severo-Kurilsk,RU,50.6789,156.125,26.65,61,78,13.96,
1430,Port Blair,IN,11.6667,92.75,80.6,79,10,3.98,
1431,Jamestown,US,42.097,-79.2353,66.2,52,90,12.82,
1432,Kaitangata,NZ,-46.2817,169.8464,62.01,92,55,8.01,
1433,Haines Junction,CA,60.7522,-137.5108,28.4,34,93,8.05,
1434,Bethel,US,41.3712,-73.414,53.01,86,100,1.99,
1435,Rio Branco,BR,-9.9747,-67.81,78.8,89,75,6.91,
1436,De Aar,ZA,-30.6497,24.0123,57.45,82,100,18.39,
1437,Klaksvik,FO,62.2266,-6.589,41.0,87,20,4.61,
1438,Straumen,NO,63.8709,11.2999,41.0,70,75,6.91,
1439,Tecolutilla,MX,18.2833,-93.3167,95.0,43,1,5.75,
1440,Chokurdakh,RU,70.6333,147.9167,-16.67,97,99,5.88,
1441,Lebu,CL,-37.6167,-73.65,54.95,65,1,17.98,
1442,Lompoc,US,34.6391,-120.4579,64.0,45,1,17.27,
1443,Concordia,AR,-31.393,-58.0209,81.0,74,40,3.44,
1444,Yulara,AU,-25.2406,130.9889,68.0,73,1,8.05,
1445,Half Moon Bay,US,37.4636,-122.4286,68.0,82,1,14.97,
1446,Dodge City,US,37.7528,-100.0171,39.99,93,90,11.5,
1447,Rawson,AR,-43.3002,-65.1023,57.51,54,99,11.18,
1448,Pevek,RU,69.7008,170.3133,-14.03,92,100,3.47,
1449,Kulim,MY,5.365,100.5618,79.0,94,20,3.44,
1450,Bilma,NE,18.6853,12.9164,74.3,9,1,17.34,
1451,Gomel,BY,52.4345,30.9754,33.01,68,0,6.71,
1452,Bubaque,GW,11.2833,-15.8333,77.77,68,46,17.27,
1453,Busselton,AU,-33.65,115.3333,54.61,85,0,5.82,
1454,Pangnirtung,CA,66.1451,-65.7125,-25.6,68,40,3.44,
1455,Ribeira Grande,PT,38.5167,-28.7,53.6,71,20,8.05,
1456,Verkhoyansk,RU,67.5447,133.385,-18.0,98,100,1.54,
1457,Mitsamiouli,KM,-11.3847,43.2844,82.49,71,29,0.58,
1458,Mwinilunga,ZM,-11.7358,24.4293,61.27,98,23,3.8,
1459,Rocky Mountain House,CA,52.3668,-114.9188,42.8,49,100,13.8,
1460,Visby,SE,57.6409,18.296,45.0,81,90,14.97,
1461,Batemans Bay,AU,-35.7167,150.1833,66.0,82,32,3.0,
1462,Orotukan,RU,62.2667,151.7,-6.0,92,100,5.7,
1463,Vardo,NO,70.3705,31.1107,35.6,80,0,13.8,
1464,Cozumel,MX,20.5083,-86.9458,82.4,74,40,8.05,
1465,Ponta Do Sol,PT,32.6667,-17.1,57.99,63,100,1.99,
1466,Sitka,US,57.0531,-135.33,37.4,87,90,13.8,
1467,Maraa,BR,-1.8333,-65.3667,73.62,95,72,1.34,
1468,Butaritari,KI,3.0707,172.7902,81.46,80,68,17.4,
1469,Poli,TZ,-3.3333,36.8,73.4,73,75,0.47,
1470,Iralaya,HN,15.0,-83.2333,84.2,74,20,11.5,
1471,Coquimbo,CL,-29.9533,-71.3436,64.4,68,0,11.5,
1472,Faanui,PF,-16.4833,-151.75,83.61,74,99,21.88,
1473,Saint-Philippe,RE,-21.3585,55.7679,78.8,78,0,5.75,
1474,Olafsvik,IS,64.8945,-23.7142,31.59,60,95,12.93,
1475,Cabo San Lucas,MX,22.8909,-109.9124,73.4,56,75,17.27,
1476,Chuy,UY,-33.6971,-53.4616,66.92,81,10,7.74,
1477,Ouegoa,NC,-20.35,164.4333,81.18,70,52,12.01,
1478,General Roca,AR,-39.0333,-67.5833,69.8,35,0,6.91,
1479,Cabedelo,BR,-6.9811,-34.8339,75.2,100,90,9.22,
1480,Arraial Do Cabo,BR,-22.9661,-42.0278,78.8,88,0,3.44,
1481,Upernavik,GL,72.7868,-56.1549,-21.82,93,92,4.38,
1482,Sorong,ID,-0.8833,131.25,78.62,83,100,1.81,
1483,Bandundu,CD,-3.3167,17.3667,69.62,96,100,2.51,
1484,Ugoofaaru,MV,5.6667,73.0,82.63,70,80,0.76,
1485,Ibotirama,BR,-12.1853,-43.2206,85.48,25,44,8.81,
1486,Avera,US,33.194,-82.5271,73.4,68,90,7.25,
1487,Margate,GB,51.3813,1.3862,48.0,76,100,1.99,
1488,Znamenskoye,RU,57.1281,73.8282,28.87,92,100,9.75,
1489,Atbasar,KZ,51.8,68.3333,6.22,99,98,0.25,
1490,Chingirlau,KZ,51.095,54.0814,27.3,86,100,15.5,
1491,Port-Gentil,GA,-0.7193,8.7815,78.8,94,40,4.61,
1492,Hilo,US,19.7297,-155.09,84.2,51,40,19.57,
1493,Xuddur,SO,4.1213,43.8894,74.19,35,0,10.83,
1494,Spornoye,RU,50.8448,37.2913,30.2,74,0,15.66,
1495,Lorengau,PG,-2.0226,147.2712,81.45,78,100,6.31,
1496,Santa Ines,BR,-3.6667,-45.38,74.28,96,99,3.85,
1497,Panorama,GR,40.5878,23.0315,39.99,69,20,2.3,
1498,Ilulissat,GL,69.2167,-51.1,-4.0,77,75,14.97,
1499,Chumikan,RU,54.7183,135.315,8.78,79,9,10.63,
1500,Yellowknife,CA,62.456,-114.3525,10.0,52,1,10.36,
1501,Coihaique,CL,-45.5752,-72.0662,57.2,51,0,3.44,
1502,Inirida,CO,3.8653,-67.9239,77.2,83,64,0.72,
1503,Mangrol,IN,21.1167,70.1167,78.17,48,0,10.25,
1504,Hofn,IS,64.2539,-15.2082,36.66,72,100,9.17,
1505,Lagoa,PT,39.05,-27.9833,56.44,63,21,2.15,
1506,Anadyr,RU,64.75,177.4833,6.8,85,40,17.9,
1507,Dongsheng,CN,39.8161,109.9776,41.47,43,88,8.97,
1508,Tiarei,PF,-17.5333,-149.3333,87.01,66,75,11.5,
1509,Noumea,NC,-22.2763,166.4572,84.2,54,0,9.22,
1510,Salvador,SV,13.8333,-88.9167,87.8,58,20,8.05,
1511,Georgetown,MY,5.4112,100.3354,79.0,94,20,3.44,
1512,Saint-Augustin,CA,51.226,-58.6502,29.17,97,100,3.2,
1513,Carnduff,CA,49.1667,-101.8009,39.0,52,6,11.99,
1514,Tuktoyaktuk,CA,69.4541,-133.0374,1.4,71,75,11.5,
1515,Alenquer,BR,-1.9417,-54.7383,77.0,94,75,2.3,
1516,Phuket,TH,8.0,98.25,84.99,100,40,2.3,
1517,Hay River,CA,60.8156,-115.7999,-4.0,65,100,5.75,
1518,Hasaki,JP,35.7333,140.8333,53.6,82,75,5.75,
1519,Kruisfontein,ZA,-34.0033,24.7314,70.0,80,100,5.01,
1520,Norman Wells,CA,65.282,-126.8329,10.4,56,75,9.22,
1521,Saint-Francois,FR,46.4154,3.9054,44.01,87,0,2.3,
1522,Apricena,IT,41.7839,15.4437,41.0,81,0,8.05,
1523,Zhezkazgan,KZ,47.8043,67.7144,20.53,83,97,7.54,
1524,Peruibe,BR,-24.32,-46.9983,76.32,90,91,2.53,
1525,Aksakovo,BG,43.25,27.8167,32.0,86,0,6.91,
1526,Kroya,ID,-7.6331,109.2461,76.95,89,100,1.81,
1527,Paamiut,GL,61.994,-49.6678,12.81,85,100,5.86,
1528,Kamenka,RU,51.3223,42.7678,34.0,93,100,14.9,
1529,Innisfail,AU,-17.5333,146.0333,81.18,80,69,1.36,
1530,Vanavara,RU,60.34,102.2797,16.56,94,100,6.02,
1531,East London,ZA,-33.0153,27.9116,68.47,86,100,11.88,
1532,Ulladulla,AU,-35.35,150.4667,73.0,64,40,13.8,
1533,Kalachinsk,RU,55.0529,74.5751,23.83,95,97,10.74,
1534,Padang,ID,-0.9492,100.3543,75.2,100,75,3.44,
1535,Alofi,NU,-19.0595,-169.9187,86.0,74,92,9.22,
1536,Marawi,PH,7.9986,124.2928,69.17,84,97,1.32,
1537,Tiksi,RU,71.6872,128.8694,-24.99,97,66,4.32,
1538,Maldonado,UY,-34.6667,-54.9167,72.0,68,0,11.5,
1539,Sivas,TR,39.7916,37.0019,24.8,86,75,14.97,
1540,Mokolo,CM,10.7398,13.8019,81.19,24,67,4.74,
1541,Kosino,RU,58.4127,51.2782,31.42,96,100,6.78,
1542,Caravelas,BR,-17.7125,-39.2481,75.79,81,0,6.11,
1543,Midyat,TR,37.4247,41.3393,48.2,81,75,13.8,
1544,Dikson,RU,73.5069,80.5464,-7.67,100,87,4.72,
1545,Buala,SB,-8.145,159.5921,85.01,66,87,5.37,
1546,Pisco,PE,-13.7,-76.2167,73.4,68,0,23.02,
1547,Codrington,AU,-38.2667,141.9667,60.15,78,75,14.23,
1548,Balkanabat,TM,39.5108,54.3671,69.22,49,98,3.24,
1549,Thompson,CA,55.7435,-97.8558,14.0,44,20,6.91,
1550,Belyy Yar,RU,53.6039,91.3903,30.2,51,0,15.66,
1551,Calderitas,MX,18.55,-88.25,84.2,74,20,13.8,
1552,Provideniya,RU,64.3833,-173.3,15.8,79,0,15.66,
1553,Roma,US,43.2128,-75.4557,52.0,82,90,8.05,
1554,Constitucion,CL,-35.3333,-72.4167,56.5,78,8,15.66,
1555,Saint Augustine,US,29.8947,-81.3145,73.0,64,1,10.36,
1556,Nikolayevka,RU,53.1257,47.2041,30.45,87,100,9.75,
1557,Taitung,TW,22.7583,121.1444,66.2,82,75,3.44,
1558,Podosinovets,RU,60.2776,47.0659,33.94,94,100,10.87,
1559,Te Anau,NZ,-45.4167,167.7167,60.26,66,55,1.57,
1560,Binzhou,CN,37.3667,118.0167,48.02,42,3,5.73,
1561,Morrope,PE,-6.5417,-80.0111,75.2,69,0,19.57,
1562,Ucluelet,CA,48.9329,-125.5528,48.99,87,75,16.11,
1563,Areka,ET,7.0667,37.7,63.21,24,2,4.54,
1564,Khatanga,RU,71.9667,102.5,-5.82,95,100,3.18,
1565,Kyabe,TD,9.4515,18.9449,86.43,41,37,4.16,
1566,Severodvinsk,RU,64.5635,39.8302,42.8,65,40,13.42,
1567,Honiara,SB,-9.4333,159.95,84.67,69,46,3.74,
1568,Namatanai,PG,-3.6667,152.4333,82.89,73,76,6.8,
1569,Jining,CN,35.405,116.5814,52.02,83,86,6.24,
1570,Edmundston,CA,47.3737,-68.3251,53.6,40,100,4.61,
1571,Evensk,RU,61.95,159.2333,11.17,92,100,4.63,
1572,Namibe,AO,-15.1961,12.1522,72.82,80,100,3.49,
1573,Ust-Ilimsk,RU,58.0006,102.6619,22.15,95,100,4.23,
1574,Santa Maria,BR,-29.6842,-53.8069,75.2,83,20,5.75,
1575,Sonoita,MX,31.85,-112.8333,68.0,18,0,11.99,
1576,Shimoda,JP,34.6667,138.95,55.0,77,100,6.46,
1577,Kedougou,SN,12.5579,-12.1743,96.8,28,0,2.3,
1578,Seoul,KR,37.5683,126.9778,46.4,93,20,1.14,
1579,Pavlodar,KZ,52.3,76.95,21.2,86,0,6.71,
1580,Jieshi,CN,22.8134,115.8257,64.99,77,0,1.01,
1581,Fortuna,US,40.5982,-124.1573,54.0,71,90,13.8,
1582,Mecca,SA,21.4267,39.8261,75.67,53,1,5.12,
1583,Carutapera,BR,-1.195,-46.02,75.47,93,100,5.77,
1584,Sandnessjoen,NO,66.0217,12.6316,39.2,75,40,13.8,
1585,Saskylakh,RU,71.9167,114.0833,-6.43,93,100,7.87,
1586,Mahdasht,IR,35.7299,50.8111,64.4,36,90,9.22,
1587,Karpathos,GR,35.507,27.2132,50.0,57,63,20.71,
1588,Sinjar,IQ,36.3209,41.8754,49.48,73,76,9.06,
1589,Gainesville,US,29.6516,-82.3248,75.2,53,1,10.36,
1590,Meulaboh,ID,4.1363,96.1285,74.79,86,100,3.18,
1591,Abadan,IR,30.3392,48.3043,75.2,57,0,21.85,
1592,Torbay,CA,47.6666,-52.7314,37.0,69,75,9.22,
1593,Strezhevoy,RU,60.7333,77.5889,23.0,93,75,4.47,
1594,Chapais,CA,49.7834,-74.8492,50.0,43,75,6.91,
1595,Cape Canaveral,US,28.4058,-80.6048,75.2,60,1,11.5,
1596,Bulaevo,KZ,54.9056,70.4439,19.18,95,99,11.79,
1597,Providencia,MX,28.7167,-111.5833,72.0,46,14,15.99,
1598,Melilla,ES,35.2937,-2.9383,51.8,71,0,2.3,
1599,Solnechnyy,RU,50.7214,136.6319,24.87,61,1,3.67,
1600,Laguna,US,38.421,-121.4238,70.0,16,1,6.91,
1601,Denpasar,ID,-8.65,115.2167,78.8,94,40,2.3,
1602,Narsaq,GL,60.9167,-46.05,19.4,53,75,10.36,
1603,Beringovskiy,RU,63.05,179.3167,15.87,84,90,2.39,
1604,Shihezi,CN,44.3,86.0333,35.13,87,5,3.31,
1605,Nelson Bay,AU,-32.7167,152.15,71.01,73,0,13.8,
1606,Jacareacanga,BR,-6.2222,-57.7528,74.46,97,100,2.66,
1607,Bahar,IR,34.9072,48.4414,54.5,57,70,13.78,
1608,Ulaanbaatar,MN,47.9077,106.8832,28.4,50,0,4.47,
1609,Zhoucheng,CN,35.9122,116.3117,51.64,68,51,5.46,
1610,Dicabisagan,PH,17.0818,122.4157,76.15,86,30,1.57,
1611,Buraydah,SA,26.326,43.975,78.8,34,0,8.05,
1612,Airai,TL,-8.9266,125.4092,64.22,86,44,0.87,
1613,Nhulunbuy,AU,-12.2333,136.7667,78.8,94,100,2.26,
1614,Berlevag,NO,70.8578,29.0864,37.4,65,0,26.46,
1615,Conway,US,35.0887,-92.4421,78.01,43,3,4.03,
1616,Palauig,PH,15.435,119.9045,79.7,69,48,3.47,
1617,Antofagasta,CL,-23.65,-70.4,66.2,72,20,13.8,
1618,Teknaf,BD,20.8624,92.3058,73.81,70,2,3.38,
1619,Provost,CA,52.3501,-110.2683,48.2,46,100,5.75,
1620,Middlebury,US,44.0153,-73.1673,53.6,66,90,5.79,
1621,Erzin,TR,36.9559,36.2,55.99,71,86,34.0,
1622,Khandyga,RU,62.6667,135.6,-11.11,95,100,2.64,
1623,Gorontalo,ID,0.5412,123.0595,76.39,93,100,2.86,
1624,Brewster,US,41.3973,-73.6171,52.0,84,100,6.71,
1625,Kavaratti,IN,10.5669,72.642,82.02,76,61,4.36,
1626,Asau,RO,46.4333,26.4,34.0,80,90,8.05,
1627,Axim,GH,4.8699,-2.2405,79.81,86,99,6.55,
1628,Rio Grande,BR,-32.035,-52.0986,73.0,82,81,11.41,
1629,Marrakesh,MA,31.6315,-8.0083,62.6,34,0,5.75,
1630,Viedma,AR,-40.8135,-62.9967,61.72,56,100,13.71,
1631,Batticaloa,LK,7.7102,81.6924,78.73,83,82,2.57,
1632,Necochea,AR,-38.5473,-58.7368,72.0,71,34,1.01,
1633,Madang,PG,-5.2246,145.7966,79.41,80,99,3.91,
1634,Omboue,GA,-1.5746,9.2618,76.89,84,98,7.18,
1635,Baglan,AF,36.1307,68.7083,66.61,28,100,5.26,
1636,Northam,GB,51.0333,-4.2167,43.0,93,87,5.01,
1637,Huangzhai,CN,38.0751,112.6595,37.4,60,0,2.24,
1638,Ulaangom,MN,49.9811,92.0667,13.84,61,5,5.88,
1639,Onguday,RU,50.75,86.15,23.34,86,100,0.81,
1640,Kalabo,ZM,-14.97,22.6814,70.14,78,83,4.43,
1641,Atchison,US,39.563,-95.1216,46.99,71,90,12.66,
1642,Plouzane,FR,48.3833,-4.6167,44.6,93,50,3.44,
1643,Morgan City,US,29.6994,-91.2068,69.8,68,90,9.22,
1644,Ponta Delgada,PT,37.7333,-25.6667,55.4,76,20,10.36,
1645,Freeport,US,40.6576,-73.5832,54.0,94,90,13.8,
1646,Lakatoro,VU,-16.0999,167.4164,82.2,75,99,8.7,
1647,Sepuka,TZ,-4.75,34.5333,63.07,86,81,7.27,
1648,Victoria,HK,22.2855,114.1577,71.01,83,0,3.0,
1649,Lethbridge,CA,49.7,-112.8186,48.99,37,75,26.46,
1650,Westerland,DE,54.9079,8.3033,43.0,93,90,11.5,
1651,Makakilo City,US,21.3469,-158.0858,80.6,88,90,12.66,
1652,Richards Bay,ZA,-28.783,32.0377,69.8,67,100,3.87,
1653,Husavik,IS,66.0449,-17.3389,35.6,48,40,12.66,
1654,Jati,PK,24.3539,68.2671,76.33,53,16,9.06,
1655,Riyadh,SA,24.6877,46.7219,87.8,11,0,9.22,
1656,Santa Clara,CU,22.4,-79.9667,86.0,58,20,16.11,
1657,Kupang,ID,-10.1667,123.5833,75.2,94,40,2.3,
1658,Penzance,GB,50.1186,-5.5371,46.99,87,76,11.5,
1659,Sur,OM,22.5667,59.5289,76.15,59,0,8.21,
1660,Warrnambool,AU,-38.3833,142.4833,61.0,82,70,5.99,
1661,Xinqing,CN,48.2333,129.5,29.1,79,88,0.78,
1662,Kodiak,US,57.79,-152.4072,42.8,56,1,4.61,
1663,Olinda,BR,-8.0089,-34.8553,77.0,78,75,12.66,
1664,Souillac,MU,-20.5167,57.5167,75.2,94,20,6.91,
1665,Kropotkin,RU,45.4375,40.5756,35.01,88,100,8.43,
1666,Port Hardy,CA,50.6996,-127.4199,46.4,87,90,12.66,
1667,Iqaluit,CA,63.7506,-68.5145,-16.01,69,75,4.61,
1668,Dhidhdhoo,MV,6.8833,73.1,82.69,73,100,5.75,
1669,Yamada,JP,39.4667,141.95,52.12,81,100,7.83,
1670,Ambon,ID,-3.6954,128.1814,77.0,94,40,6.91,
1671,Lubumbashi,CD,-11.6609,27.4794,60.75,98,70,3.22,
1672,Bathsheba,BB,13.2167,-59.5167,78.8,61,40,16.11,
1673,Moose Factory,CA,51.2585,-80.6094,24.8,86,90,10.36,
1674,Batsfjord,NO,70.6345,29.7185,37.4,86,0,19.57,
1675,Kysyl-Syr,RU,63.8986,122.7617,-19.68,100,97,2.13,
1676,Bonavista,CA,48.6499,-53.1147,36.0,80,90,2.3,
1677,Ahar,IR,38.4774,47.0699,46.58,58,1,13.82,
1678,Faya,SA,18.3851,42.4509,62.6,55,0,2.86,
1679,Camacha,PT,33.0833,-16.3333,62.6,82,40,14.97,
1680,Lahat,ID,-3.8,103.5333,71.82,96,100,2.57,
1681,Troitsko-Pechorsk,RU,62.7084,56.1964,28.67,91,53,6.11,
1682,Liverpool,GB,53.4106,-2.9779,50.0,71,40,10.36,
1683,Lamar,US,33.6668,-95.5836,78.8,31,1,14.97,
1684,Atambua,ID,-9.1061,124.8925,75.85,85,39,2.15,
1685,Buchanan,LR,5.8808,-10.0467,77.52,88,100,4.92,
1686,Pijijiapan,MX,15.7011,-93.23,85.82,47,1,7.56,
1687,Mersing,MY,2.4312,103.8405,75.2,94,100,4.5,
1688,Cairns,AU,-16.9167,145.7667,79.0,89,90,8.05,
1689,Yako,BF,12.9667,-2.2667,85.42,14,100,10.6,
1690,Saurimo,AO,-9.6608,20.3916,65.95,97,95,2.8,
1691,Cayce,US,33.9657,-81.074,73.4,60,75,4.5,
1692,Manokwari,ID,-0.8667,134.0833,79.5,80,100,3.09,
1693,Cardston,CA,49.2,-113.3019,41.0,42,99,19.57,
1694,Champerico,GT,14.3,-91.9167,87.8,74,40,9.22,
1695,Palmer,US,42.1584,-72.3287,60.8,41,90,3.44,
1696,Yenagoa,NG,4.9247,6.2642,74.71,91,96,4.45,
1697,Daru,PG,-9.0763,143.2092,80.89,83,100,2.26,
1698,Kavieng,PG,-2.5744,150.7967,82.67,73,92,9.53,
1699,Warmbad,NA,-28.45,18.7333,72.82,45,45,13.2,
1700,Peniche,PT,39.3558,-9.3811,52.0,79,39,1.01,
1701,Suileng,CN,47.25,127.0833,34.43,78,95,6.49,
1702,Cubuk,TR,40.2386,33.0322,28.4,80,90,12.66,
1703,Arawa,PG,-6.2132,155.5367,84.52,68,97,3.42,
1704,Rincon,US,32.296,-81.2354,75.0,56,90,12.66,
1705,Metro,ID,-5.1131,105.3067,73.35,95,100,2.95,
1706,Tairua,NZ,-37.0167,175.85,69.01,63,6,5.99,
1707,Kushva,RU,58.2906,59.7592,26.19,87,71,9.53,
1708,Aksarka,RU,66.5606,67.7975,8.62,93,59,8.93,
1709,The Pas,CA,53.8251,-101.2541,19.4,49,90,10.36,
1710,Yumen,CN,40.2833,97.2,44.91,21,100,16.37,
1711,Pontianak,ID,-0.0333,109.3333,75.2,94,75,0.81,
1712,Rawlins,US,41.7911,-107.2387,42.01,33,40,17.27,
1713,Mount Isa,AU,-20.7333,139.5,77.0,47,90,10.36,
1714,Sharlyk,RU,52.9167,54.75,30.67,87,99,11.05,
1715,Elizabeth City,US,36.2946,-76.2511,66.2,77,40,11.5,
1716,Ostrovnoy,RU,68.0531,39.5131,35.96,91,100,23.04,
1717,Luau,AO,-10.7073,22.2247,64.33,97,79,3.33,
1718,Alice Springs,AU,-23.7,133.8833,64.4,94,5,6.62,
1719,Oksfjord,NO,70.2396,22.3479,39.2,60,0,13.8,
1720,Sola,VU,-13.8833,167.55,78.8,100,76,2.3,
1721,Dudinka,RU,69.4058,86.1778,20.05,95,100,10.83,
1722,Port Elizabeth,ZA,-33.918,25.5701,68.0,83,20,11.5,
1723,Sept-Iles,CA,50.2001,-66.3821,39.2,41,75,21.85,
1724,Inuvik,CA,68.3499,-133.7218,14.0,52,100,3.44,
1725,Terney,RU,45.0503,136.6092,37.83,80,99,5.39,
1726,Geraldton,AU,-28.7667,114.6,55.4,82,0,4.61,
1727,Jaciara,BR,-15.9653,-54.9683,75.09,75,99,3.2,
1728,Cherskiy,RU,68.75,161.3,-0.02,91,100,4.47,
1729,Bida,NG,9.0833,6.0167,82.8,59,88,4.38,
1730,Hof,DE,50.3167,11.9167,37.99,75,5,4.0,
1731,Mociu,RO,46.8,24.0333,28.4,74,0,3.44,
1732,Uusikaupunki,FI,60.8004,21.4084,35.6,93,0,6.91,
1733,Bugama,NG,4.7341,6.8635,76.48,85,100,4.0,
1734,Mahina,PF,-17.5065,-149.489,87.01,66,75,11.5,
1735,Hobyo,SO,5.3505,48.5268,77.74,63,2,11.88,
1736,Vestmannaeyjar,IS,63.4427,-20.2734,36.12,54,100,6.38,
1737,Ballina,AU,-28.8667,153.5667,75.2,60,0,4.61,
1738,Orange Cove,US,36.6244,-119.3137,69.01,29,62,2.98,
1739,Salta,AR,-24.7859,-65.4117,66.2,94,90,0.65,
1740,Vila Velha,BR,-20.3297,-40.2925,80.6,78,0,4.61,
1741,Saldanha,ZA,-33.0117,17.9442,73.4,56,3,4.61,
1742,Sibolga,ID,1.7427,98.7792,75.49,88,100,4.03,
1743,Floro,NO,61.5996,5.0328,42.8,81,75,19.57,
1744,Okha,RU,53.5739,142.9478,9.84,74,16,12.03,
1745,Ambilobe,MG,-13.2,49.05,75.58,92,92,1.19,
1746,Poya,NC,-21.35,165.15,81.64,65,24,6.33,
1747,Manadhoo,MV,5.7667,73.3833,82.98,70,100,4.0,
1748,Belousovka,KZ,50.1339,82.5239,30.2,74,90,11.18,
1749,Whyalla,AU,-33.0333,137.5833,59.0,77,40,6.91,
1750,Touho,NC,-20.7833,165.2333,77.67,76,93,9.98,
1751,Kaeo,NZ,-35.1,173.7833,72.0,72,0,1.99,
1752,Khryashchevka,RU,53.8119,49.0916,17.6,93,97,2.24,
1753,Kimberley,ZA,-28.7323,24.7623,60.8,94,11,8.05,
1754,Nanortalik,GL,60.1432,-45.2371,18.63,54,24,32.99,
1755,Lumby,CA,50.2498,-118.969,48.2,53,100,2.3,
1756,Roald,NO,62.5833,6.1333,39.99,87,40,16.11,
1757,Nyurba,RU,63.2842,118.3319,-16.35,100,100,3.0,
1758,Broome,US,42.2506,-75.833,54.0,87,90,12.66,
1759,Acapulco,MX,16.8634,-99.8901,82.4,65,20,6.91,
1760,Mayo,US,38.8876,-76.5119,57.99,100,90,3.44,
1761,Carinhanha,BR,-14.3047,-43.765,78.58,32,20,3.22,
1762,Vila Franca Do Campo,PT,37.7167,-25.4333,55.4,76,20,10.36,
1763,Vao,NC,-22.6667,167.4833,76.19,68,87,15.46,
1764,Pio Xii,BR,-3.8325,-45.1525,74.52,96,100,3.85,
1765,Naranjal,EC,-2.6667,-79.6167,84.2,65,40,4.61,
1766,Bathurst,AU,-33.4166,149.5806,64.0,78,100,1.01,
1767,Devli,IN,25.75,75.3833,70.56,24,0,6.78,
1768,Megion,RU,61.0296,76.1136,23.0,93,75,4.47,
1769,Uribia,CO,11.7139,-72.266,83.97,59,80,21.32,
1770,Goderich,CA,43.7501,-81.7165,62.6,51,78,24.16,
1771,Chandler,US,33.3062,-111.8412,71.01,22,75,11.5,
1772,Waddan,LY,29.1614,16.139,49.75,60,2,7.05,
1773,Ciudad Bolivar,VE,8.1222,-63.5497,90.12,36,87,13.51,
1774,Tura,IN,25.5198,90.2201,71.62,25,47,3.56,
1775,Huntington,US,38.4193,-82.4452,78.8,31,20,10.36,
1776,Isangel,VU,-19.55,169.2667,78.8,73,20,5.41,
1777,Conakry,GN,9.538,-13.6773,80.6,65,0,6.91,
1778,Luderitz,NA,-26.6481,15.1594,65.53,80,0,6.91,
1779,Adrar,MR,20.5022,-10.0711,74.26,11,0,12.41,
1780,Leh,IN,34.1667,77.5833,22.03,76,71,3.89,
1781,Balykshi,KZ,47.0667,51.8667,42.8,81,75,24.61,
1782,Pekan,MY,3.4836,103.3996,75.2,94,40,2.3,
